,linha,origem,destino,paradas,preco,mes_voo,dia_voo,hora_partida,min_partida,horas_total_duracao,hora_chegada,min_chegada
2683,IndiGo,Kolkata,Banglore,0,4148,3,21,5,30,2.8333333333333335,8,20
2684,IndiGo,Chennai,Kolkata,0,3597,5,27,14,45,2.3333333333333335,17,5
2685,Air Asia,Kolkata,Banglore,1,5192,1,5,7,35,15.916666666666666,23,30
2686,Jet Airways,Banglore,New Delhi,1,16736,6,3,8,0,12.333333333333334,20,20
2687,Multiple carriers,Delhi,Cochin,1,7933,1,6,13,0,8.0,21,0
2688,Air India,Delhi,Cochin,1,8879,5,18,8,0,11.25,19,15
2689,IndiGo,Delhi,Cochin,0,5000,12,5,14,25,3.25,17,40
2690,Vistara,Kolkata,Banglore,1,8137,6,5,17,0,16.083333333333332,9,5
2691,Air India,Delhi,Cochin,2,22096,9,3,16,55,26.333333333333332,19,15
2692,SpiceJet,Banglore,New Delhi,0,4273,3,24,5,45,2.8333333333333335,8,35
2693,Jet Airways,Banglore,New Delhi,1,35185,1,3,18,40,6.083333333333333,0,45
2694,IndiGo,Kolkata,Banglore,1,4226,4,15,19,35,3.6666666666666665,23,15
2695,Jet Airways,Kolkata,Banglore,1,10844,1,5,8,25,7.916666666666667,16,20
2696,IndiGo,Mumbai,Hyderabad,0,2754,12,6,12,0,1.5,13,30
2697,IndiGo,Kolkata,Banglore,1,6301,6,6,10,30,5.583333333333333,16,5
2698,Air India,Kolkata,Banglore,2,13222,5,18,9,25,28.333333333333332,13,45
2699,Jet Airways,Delhi,Cochin,1,12898,5,21,17,30,19.083333333333332,12,35
2700,Air India,Banglore,New Delhi,1,12127,12,3,6,45,13.833333333333334,20,35
2701,Jet Airways,Kolkata,Banglore,1,13067,5,21,20,25,25.666666666666668,22,5
2702,Air India,Kolkata,Banglore,2,9920,1,4,16,45,27.666666666666668,20,25
2703,GoAir,Banglore,Delhi,0,4239,1,4,7,45,2.9166666666666665,10,40
2704,Jet Airways,Delhi,Cochin,1,14714,6,6,21,50,21.166666666666668,19,0
2705,IndiGo,Kolkata,Banglore,1,6218,6,5,18,5,5.416666666666667,23,30
2706,IndiGo,Chennai,Kolkata,0,7295,1,3,5,15,2.3333333333333335,7,35
2707,Multiple carriers,Delhi,Cochin,1,7408,9,6,3,50,7.666666666666667,11,30
2708,Jet Airways,Kolkata,Banglore,1,13994,9,6,9,35,8.416666666666666,18,0
2709,IndiGo,Kolkata,Banglore,0,5224,5,15,14,25,2.5,16,55
2710,SpiceJet,Mumbai,Hyderabad,0,4391,9,3,5,45,1.3333333333333333,7,5
2711,Air India,Kolkata,Banglore,2,14109,5,18,10,0,19.416666666666668,5,25
2712,SpiceJet,Banglore,Delhi,0,4885,4,27,9,30,2.8333333333333335,12,20
2713,Jet Airways,Banglore,Delhi,0,8016,1,6,8,20,3.0,11,20
2714,Multiple carriers,Delhi,Cochin,1,12524,6,24,6,0,6.583333333333333,12,35
2715,Jet Airways,Delhi,Cochin,1,6017,3,27,2,15,16.583333333333332,18,50
2717,SpiceJet,Banglore,Delhi,0,3625,1,4,21,10,2.9166666666666665,0,5
2718,Air India,Delhi,Cochin,3,15586,9,3,5,15,38.0,19,15
2719,Air India,Delhi,Cochin,1,7199,3,27,8,0,11.25,19,15
2720,Jet Airways,Delhi,Cochin,2,12273,3,21,6,20,22.083333333333332,4,25
2721,Multiple carriers,Delhi,Cochin,1,7530,6,6,19,0,6.5,1,30
2722,Jet Airways,Mumbai,Hyderabad,0,5678,5,21,19,35,1.5,21,5
2723,Air India,Delhi,Cochin,2,11753,6,24,10,55,20.75,7,40
2724,SpiceJet,Mumbai,Hyderabad,0,1965,5,21,22,45,1.5,0,15
2725,IndiGo,Delhi,Cochin,1,10208,3,21,6,40,6.666666666666667,13,20
2726,IndiGo,Delhi,Cochin,1,5054,5,21,20,25,5.083333333333333,1,30
2727,IndiGo,Delhi,Cochin,1,14871,3,3,8,25,7.083333333333333,15,30
2728,Jet Airways,Delhi,Cochin,1,12373,5,18,7,5,11.916666666666666,19,0
2729,SpiceJet,Mumbai,Hyderabad,0,2017,6,15,22,45,1.5,0,15
2730,Jet Airways,Kolkata,Banglore,1,10661,3,24,13,55,14.833333333333334,4,45
2731,Multiple carriers,Delhi,Cochin,1,9794,9,5,10,20,8.666666666666666,19,0
2732,Jet Airways,Kolkata,Banglore,1,13067,9,5,20,25,27.166666666666668,23,35
2733,SpiceJet,Chennai,Kolkata,0,7298,3,3,17,45,2.3333333333333335,20,5
2734,IndiGo,Banglore,New Delhi,0,7648,3,3,10,5,2.9166666666666665,13,0
2735,Air India,Kolkata,Banglore,2,10676,12,5,12,0,9.833333333333334,21,50
2736,Air India,Banglore,Delhi,0,6961,3,6,10,0,2.75,12,45
2737,IndiGo,Delhi,Cochin,1,6979,5,15,11,25,14.083333333333334,1,30
2738,Multiple carriers,Delhi,Cochin,1,13587,5,27,9,0,12.0,21,0
2739,Jet Airways,Kolkata,Banglore,1,10844,5,24,14,5,9.5,23,35
2740,IndiGo,Banglore,Delhi,0,3943,12,5,10,10,2.8333333333333335,13,0
2741,IndiGo,Delhi,Cochin,1,6838,12,6,9,15,11.75,21,0
2742,Jet Airways,Delhi,Cochin,1,6542,4,15,13,0,6.0,19,0
2743,Jet Airways,Delhi,Cochin,1,12239,5,21,7,5,11.916666666666666,19,0
2744,Jet Airways,Kolkata,Banglore,1,14388,12,5,16,30,12.166666666666666,4,40
2745,IndiGo,Kolkata,Banglore,0,4148,12,3,5,30,2.8333333333333335,8,20
2746,Multiple carriers,Delhi,Cochin,2,16840,5,18,15,5,10.416666666666666,1,30
2747,Multiple carriers,Delhi,Cochin,1,9646,3,6,9,45,12.75,22,30
2748,Jet Airways,Kolkata,Banglore,1,14571,9,6,21,10,21.083333333333332,18,15
2749,IndiGo,Delhi,Cochin,1,7923,5,15,16,0,9.5,1,30
2750,Jet Airways,Kolkata,Banglore,1,8586,12,5,20,0,8.666666666666666,4,40
2751,Multiple carriers,Delhi,Cochin,1,9646,3,6,13,15,9.25,22,30
2752,Jet Airways,Kolkata,Banglore,1,14388,5,18,14,5,21.916666666666668,12,0
2753,Jet Airways,Kolkata,Banglore,1,13044,12,6,16,30,23.833333333333332,16,20
2754,Multiple carriers,Delhi,Cochin,1,10197,5,21,10,0,9.0,19,0
2755,Jet Airways,Delhi,Cochin,1,14714,1,6,19,45,23.25,19,0
2756,Air India,Delhi,Cochin,1,9929,1,6,10,0,9.25,19,15
2757,Jet Airways,Delhi,Cochin,1,6017,3,21,22,50,5.583333333333333,4,25
2758,SpiceJet,Chennai,Kolkata,0,3597,6,27,9,45,2.25,12,0
2759,Air India,Delhi,Cochin,1,5704,3,21,13,30,9.5,23,0
2760,Jet Airways,Delhi,Cochin,1,14714,3,6,19,45,8.666666666666666,4,25
2761,Air India,Banglore,Delhi,0,5228,12,5,10,0,2.75,12,45
2762,Jet Airways,Kolkata,Banglore,1,11467,1,4,9,35,25.333333333333332,10,55
2763,Vistara,Banglore,Delhi,0,4668,6,6,9,45,2.8333333333333335,12,35
2764,IndiGo,Banglore,Delhi,0,4591,4,18,21,15,3.0,0,15
2765,IndiGo,Banglore,Delhi,0,3943,12,5,21,15,3.0,0,15
2766,Air India,Banglore,Delhi,0,5228,4,21,10,0,2.75,12,45
2767,Jet Airways,Delhi,Cochin,1,12242,3,27,2,15,16.583333333333332,18,50
2768,Air India,Delhi,Cochin,2,11185,9,6,7,5,26.333333333333332,9,25
2769,IndiGo,Delhi,Cochin,1,6573,9,4,9,15,16.25,1,30
2770,Jet Airways,Kolkata,Banglore,1,14781,5,15,16,30,6.083333333333333,22,35
2771,Air India,Kolkata,Banglore,2,14960,12,6,16,45,16.166666666666668,8,55
2772,IndiGo,Chennai,Kolkata,0,4332,5,15,11,35,2.4166666666666665,14,0
2773,Air Asia,Banglore,New Delhi,0,7652,3,3,5,50,2.8333333333333335,8,40
2774,Jet Airways,Kolkata,Banglore,1,14151,5,24,9,35,11.5,21,5
2775,SpiceJet,Banglore,Delhi,0,4319,12,6,9,30,2.8333333333333335,12,20
2776,Jet Airways,Delhi,Cochin,2,10929,3,21,19,10,23.666666666666668,18,50
2777,Air India,Kolkata,Banglore,2,11491,3,24,7,0,27.0,10,0
2778,IndiGo,Delhi,Cochin,0,6015,4,18,14,20,3.25,17,35
2779,Jet Airways,Kolkata,Banglore,1,12692,12,6,9,35,11.5,21,5
2780,Air Asia,Kolkata,Banglore,0,4384,9,3,22,50,2.5,1,20
2781,IndiGo,Banglore,Delhi,0,3943,3,6,6,5,2.75,8,50
2782,Jet Airways,Delhi,Cochin,1,12373,5,18,9,0,10.0,19,0
2783,Jet Airways,Banglore,New Delhi,1,19225,6,3,8,0,5.25,13,15
2784,Jet Airways,Delhi,Cochin,1,14053,9,3,19,45,23.083333333333332,18,50
2785,Air India,Banglore,Delhi,0,5911,12,4,13,20,2.8333333333333335,16,10
2786,Multiple carriers,Delhi,Cochin,1,10877,9,6,6,40,12.333333333333334,19,0
2787,Jet Airways,Kolkata,Banglore,1,7757,6,6,18,55,9.75,4,40
2788,IndiGo,Delhi,Cochin,1,6558,3,21,7,35,8.583333333333334,16,10
2789,IndiGo,Kolkata,Banglore,0,4804,4,21,9,35,2.75,12,20
2790,Jet Airways,Mumbai,Hyderabad,0,5678,3,18,15,50,1.5,17,20
2791,Jet Airways,Delhi,Cochin,1,12373,9,5,10,0,18.416666666666668,4,25
2792,Jet Airways,Banglore,Delhi,0,5198,6,5,6,0,2.75,8,45
2793,IndiGo,Kolkata,Banglore,0,6064,1,6,14,25,2.5,16,55
2794,Jet Airways,Delhi,Cochin,1,15029,9,3,21,50,6.583333333333333,4,25
2795,Jet Airways,Delhi,Cochin,2,10909,9,4,5,30,13.5,19,0
2796,Multiple carriers,Delhi,Cochin,1,18492,9,3,8,40,11.083333333333334,19,45
2797,Jet Airways,Delhi,Cochin,1,10262,6,24,2,15,26.166666666666668,4,25
2798,Jet Airways,Kolkata,Banglore,1,8781,5,18,11,50,5.75,17,35
2799,IndiGo,Delhi,Cochin,1,6442,5,27,8,35,7.583333333333333,16,10
2800,Jet Airways,Mumbai,Hyderabad,1,20120,12,3,9,50,6.75,16,35
2801,Vistara,Banglore,Delhi,0,4878,5,27,19,30,2.75,22,15
2802,Jet Airways,Banglore,New Delhi,1,16736,6,3,5,45,12.666666666666666,18,25
2803,SpiceJet,Kolkata,Banglore,1,9630,5,24,11,15,7.25,18,30
2804,Vistara,Kolkata,Banglore,1,8610,9,5,7,10,11.666666666666666,18,50
2805,Vistara,Chennai,Kolkata,0,3687,6,27,7,5,2.25,9,20
2806,Vistara,Kolkata,Banglore,1,8452,5,15,20,20,12.75,9,5
2807,IndiGo,Banglore,Delhi,0,3943,5,18,10,30,2.8333333333333335,13,20
2808,IndiGo,Mumbai,Hyderabad,0,3342,3,15,6,20,1.4166666666666667,7,45
2809,Jet Airways,Kolkata,Banglore,1,13067,12,5,20,25,18.0,14,25
2810,Vistara,Banglore,Delhi,0,4878,6,5,19,30,2.75,22,15
2811,Jet Airways,Kolkata,Banglore,1,14388,9,5,21,10,12.916666666666666,10,5
2812,Jet Airways,Delhi,Cochin,2,16704,5,27,13,25,15.0,4,25
2813,Air India,Mumbai,Hyderabad,0,3100,5,21,19,30,1.25,20,45
2814,Air India,Banglore,New Delhi,3,13387,12,3,17,25,24.666666666666668,18,5
2815,IndiGo,Mumbai,Hyderabad,0,4049,9,6,9,10,1.5,10,40
2816,Jet Airways,Delhi,Cochin,2,13029,5,18,5,30,13.5,19,0
2817,SpiceJet,Banglore,Delhi,0,3919,9,4,21,10,2.9166666666666665,0,5
2818,IndiGo,Chennai,Kolkata,0,3850,3,5,5,15,2.4166666666666665,7,40
2819,Air India,Delhi,Cochin,2,8839,6,24,13,15,20.166666666666668,9,25
2820,Jet Airways,Kolkata,Banglore,1,7064,1,4,16,30,12.166666666666666,4,40
2821,Jet Airways,Kolkata,Banglore,1,13941,12,5,20,0,12.25,8,15
2822,Air India,Kolkata,Banglore,3,13007,5,24,10,0,24.5,10,30
2823,Jet Airways,Kolkata,Banglore,1,14781,5,18,14,5,8.5,22,35
2824,Jet Airways,Mumbai,Hyderabad,0,2071,3,18,19,35,1.5,21,5
2825,Jet Airways,Delhi,Cochin,0,4256,6,21,11,0,3.25,14,15
2826,Vistara,Banglore,New Delhi,0,7923,9,3,16,0,2.5833333333333335,18,35
2827,Air Asia,Kolkata,Banglore,0,3782,3,15,22,50,2.5,1,20
2828,Jet Airways,Kolkata,Banglore,1,12384,5,15,20,25,13.333333333333334,9,45
2829,Multiple carriers,Delhi,Cochin,1,8565,3,21,10,0,15.583333333333334,1,35
2830,IndiGo,Delhi,Cochin,1,6232,3,21,16,0,5.0,21,0
2831,IndiGo,Banglore,New Delhi,0,4777,9,3,5,30,2.8333333333333335,8,20
2832,Air India,Kolkata,Banglore,0,4145,1,6,20,45,2.5833333333333335,23,20
2833,Air Asia,Kolkata,Banglore,1,5192,5,15,22,40,12.0,10,40
2834,Air India,Delhi,Cochin,0,4729,1,4,5,10,2.8333333333333335,8,0
2835,IndiGo,Delhi,Cochin,1,6093,3,6,6,40,14.333333333333334,21,0
2836,Air India,Kolkata,Banglore,1,8891,1,5,9,25,9.083333333333334,18,30
2837,Jet Airways,Delhi,Cochin,1,12242,3,27,16,0,12.416666666666666,4,25
2838,Jet Airways,Kolkata,Banglore,1,11467,1,5,17,0,25.0,18,0
2839,Jet Airways,Kolkata,Banglore,1,14781,5,21,21,10,12.166666666666666,9,20
2840,Multiple carriers,Delhi,Cochin,1,10197,5,18,7,0,12.0,19,0
2841,Jet Airways,Banglore,New Delhi,1,17261,6,3,21,25,12.083333333333334,9,30
2842,Air India,Delhi,Cochin,1,7480,1,5,20,40,12.75,9,25
2843,IndiGo,Kolkata,Banglore,0,4804,5,21,15,30,2.5833333333333335,18,5
2844,SpiceJet,Kolkata,Banglore,0,4439,4,21,9,0,2.4166666666666665,11,25
2846,SpiceJet,Delhi,Cochin,1,6065,3,21,6,10,5.166666666666667,11,20
2847,Jet Airways,Kolkata,Banglore,1,8586,5,24,18,55,9.75,4,40
2848,IndiGo,Delhi,Cochin,0,5406,3,18,14,30,3.0833333333333335,17,35
2849,Jet Airways,Delhi,Cochin,2,12142,6,6,18,25,10.0,4,25
2850,Jet Airways,Delhi,Cochin,1,14714,6,6,2,15,10.333333333333334,12,35
2851,Jet Airways,Delhi,Cochin,1,10262,6,15,2,15,26.166666666666668,4,25
2852,Air India,Banglore,New Delhi,1,15434,6,3,11,50,12.083333333333334,23,55
2853,Air India,Kolkata,Banglore,2,10676,5,18,12,0,23.166666666666668,11,10
2854,IndiGo,Kolkata,Banglore,0,4804,4,21,20,20,2.5833333333333335,22,55
2855,Jet Airways,Delhi,Cochin,2,13014,9,6,19,30,17.083333333333332,12,35
2856,IndiGo,Banglore,Delhi,0,3943,3,5,10,10,2.8333333333333335,13,0
2857,Air India,Mumbai,Hyderabad,2,9678,6,3,5,30,16.5,22,0
2858,Jet Airways,Kolkata,Banglore,1,14781,5,15,8,25,11.416666666666666,19,50
2859,Multiple carriers,Delhi,Cochin,1,10197,5,15,9,0,10.0,19,0
2860,Air India,Delhi,Cochin,2,10861,9,5,5,55,13.333333333333334,19,15
2861,Jet Airways,Kolkata,Banglore,1,10844,1,5,21,10,7.5,4,40
2862,Air India,Delhi,Cochin,1,7480,5,21,17,20,16.083333333333332,9,25
2863,IndiGo,Delhi,Cochin,1,5684,6,24,17,10,8.333333333333334,1,30
2864,Jet Airways,Delhi,Cochin,1,14714,6,6,16,0,27.0,19,0
2865,Jet Airways,Kolkata,Banglore,1,9314,1,4,9,35,8.416666666666666,18,0
2866,Air India,Kolkata,Banglore,0,4435,3,15,20,45,2.5833333333333335,23,20
2867,Multiple carriers,Delhi,Cochin,1,11789,6,27,7,30,11.5,19,0
2868,SpiceJet,Banglore,Delhi,0,3919,3,4,21,10,2.9166666666666665,0,5
2869,Jet Airways,Banglore,Delhi,0,5198,6,4,15,15,2.9166666666666665,18,10
2871,Vistara,Kolkata,Banglore,1,8820,9,5,17,0,25.833333333333332,18,50
2872,IndiGo,Mumbai,Hyderabad,0,2754,6,5,12,0,1.5,13,30
2873,Vistara,Kolkata,Banglore,1,8085,9,6,20,20,27.083333333333332,23,25
2874,Jet Airways,Kolkata,Banglore,1,10539,9,6,20,25,24.666666666666668,21,5
2875,Jet Airways,Kolkata,Banglore,1,14676,9,6,9,35,12.5,22,5
2876,Jet Airways,Delhi,Cochin,1,6017,3,27,2,15,26.166666666666668,4,25
2877,Jet Airways,Banglore,Delhi,0,4544,1,4,18,55,3.0833333333333335,22,0
2878,Trujet,Mumbai,Hyderabad,1,4140,6,3,13,5,3.25,16,20
2879,Jet Airways,Banglore,Delhi,0,7229,3,5,11,10,2.9166666666666665,14,5
2880,Air India,Delhi,Cochin,2,16373,9,3,22,0,21.25,19,15
2881,Air India,Kolkata,Banglore,2,10991,1,5,5,50,17.416666666666668,23,15
2882,Jet Airways,Kolkata,Banglore,1,9663,5,18,14,5,21.916666666666668,12,0
2883,Air India,Banglore,New Delhi,1,14305,1,3,22,0,25.333333333333332,23,20
2884,Air Asia,Delhi,Cochin,1,6752,5,15,16,45,14.416666666666666,7,10
2885,Jet Airways,Kolkata,Banglore,1,8529,12,6,16,30,16.833333333333332,9,20
2886,IndiGo,Delhi,Cochin,0,4729,3,27,5,35,3.25,8,50
2887,Multiple carriers,Delhi,Cochin,1,7670,5,18,8,45,12.25,21,0
2888,Jet Airways,Mumbai,Hyderabad,0,4995,3,5,10,20,1.5,11,50
2889,Jet Airways,Banglore,Delhi,0,7229,1,5,8,20,3.0,11,20
2890,IndiGo,Banglore,Delhi,0,4823,4,27,7,10,2.9166666666666665,10,5
2891,Air Asia,Kolkata,Banglore,0,3782,3,27,19,35,2.5,22,5
2892,Jet Airways,Delhi,Cochin,1,12898,5,21,18,15,24.75,19,0
2893,SpiceJet,Kolkata,Banglore,0,3841,5,24,22,20,2.3333333333333335,0,40
2894,Multiple carriers,Delhi,Cochin,1,9627,5,18,10,35,8.416666666666666,19,0
2895,Jet Airways,Kolkata,Banglore,1,14571,9,6,21,10,14.833333333333334,12,0
2896,IndiGo,Kolkata,Banglore,0,6985,3,24,15,20,2.5833333333333335,17,55
2897,Jet Airways,Mumbai,Hyderabad,0,8040,6,21,7,5,1.4166666666666667,8,30
2898,IndiGo,Kolkata,Banglore,0,4804,6,21,22,15,2.5833333333333335,0,50
2899,Multiple carriers,Delhi,Cochin,1,10678,6,27,4,55,14.083333333333334,19,0
2900,Jet Airways,Kolkata,Banglore,1,14231,3,24,16,55,25.25,18,10
2901,Jet Airways,Kolkata,Banglore,1,8529,12,6,20,0,20.333333333333332,16,20
2902,Air India,Delhi,Cochin,2,11753,6,24,10,55,8.333333333333334,19,15
2904,Jet Airways,Kolkata,Banglore,1,13374,6,6,18,55,9.75,4,40
2905,Air India,Mumbai,Hyderabad,0,3625,1,5,21,5,1.3333333333333333,22,25
2906,Jet Airways,Delhi,Cochin,1,16079,5,21,16,0,27.0,19,0
2907,Jet Airways,Delhi,Cochin,1,10262,6,27,20,55,15.666666666666666,12,35
2908,Jet Airways,Kolkata,Banglore,1,9663,5,15,6,30,5.5,12,0
2909,Multiple carriers,Delhi,Cochin,1,9595,5,18,18,0,7.5,1,30
2910,IndiGo,Kolkata,Banglore,0,4804,6,24,17,15,2.5833333333333335,19,50
2911,Air India,Kolkata,Banglore,2,12744,9,6,10,0,19.416666666666668,5,25
2912,Air India,Banglore,Delhi,0,6961,1,6,13,20,2.8333333333333335,16,10
2913,Jet Airways,Kolkata,Banglore,1,9663,6,5,14,5,14.583333333333334,4,40
2914,Multiple carriers,Delhi,Cochin,1,7575,5,21,10,35,8.666666666666666,19,15
2915,Air India,Banglore,New Delhi,2,13355,3,3,19,10,15.416666666666666,10,35
2916,Air India,Kolkata,Banglore,2,12592,5,24,9,25,28.333333333333332,13,45
2917,Air India,Mumbai,Hyderabad,0,3625,1,6,13,55,1.5,15,25
2918,Jet Airways,Delhi,Cochin,1,10262,6,24,15,0,13.416666666666666,4,25
2919,Air India,Delhi,Cochin,2,9443,5,21,19,45,23.5,19,15
2920,Air India,Delhi,Cochin,1,18959,9,3,8,40,10.583333333333334,19,15
2921,IndiGo,Mumbai,Hyderabad,0,4784,3,3,6,20,1.4166666666666667,7,45
2922,Air India,Kolkata,Banglore,1,7893,1,4,17,30,18.5,12,0
2923,Air India,Delhi,Cochin,2,14431,6,27,6,50,24.833333333333332,7,40
2924,Jet Airways Business,Banglore,New Delhi,1,79512,1,3,5,45,5.666666666666667,11,25
2925,Jet Airways,Mumbai,Hyderabad,0,3210,5,24,19,35,1.5,21,5
2926,Multiple carriers,Delhi,Cochin,1,13677,9,3,6,0,15.0,21,0
2927,Air India,Delhi,Cochin,1,7480,5,27,6,5,27.333333333333332,9,25
2928,Air India,Delhi,Cochin,1,8372,6,24,19,0,12.666666666666666,7,40
2929,Jet Airways,Delhi,Cochin,2,11664,3,27,5,25,23.0,4,25
2930,Air India,Banglore,Delhi,0,6961,6,18,10,0,2.75,12,45
2931,Air India,Banglore,Delhi,0,6121,4,24,17,0,2.75,19,45
2932,Air India,Banglore,Delhi,0,5911,12,4,6,10,2.75,8,55
2933,GoAir,Banglore,Delhi,0,3398,6,5,11,40,2.8333333333333335,14,30
2934,Multiple carriers,Delhi,Cochin,1,7530,9,6,19,0,6.5,1,30
2935,GoAir,Banglore,Delhi,0,3419,5,24,20,55,2.75,23,40
2936,Vistara,Banglore,New Delhi,0,6558,3,24,21,10,2.9166666666666665,0,5
2937,Air India,Kolkata,Banglore,1,10203,9,6,20,30,23.916666666666668,20,25
2938,Jet Airways,Banglore,New Delhi,1,11087,12,3,18,55,25.416666666666668,20,20
2939,SpiceJet,Banglore,New Delhi,0,5575,3,24,20,30,2.8333333333333335,23,20
2940,Air Asia,Delhi,Cochin,1,6152,4,24,7,55,14.5,22,25
2941,Jet Airways,Kolkata,Banglore,1,5608,9,5,10,20,7.25,17,35
2942,Jet Airways,Banglore,New Delhi,1,17261,6,3,11,40,22.75,10,25
2944,GoAir,Banglore,Delhi,0,3419,6,5,20,55,2.75,23,40
2945,IndiGo,Delhi,Cochin,1,6218,3,21,10,45,4.75,15,30
2946,Jet Airways,Delhi,Cochin,1,14714,3,6,2,15,10.333333333333334,12,35
2947,Multiple carriers,Delhi,Cochin,1,14848,3,6,11,30,7.75,19,15
2948,Jet Airways,Kolkata,Banglore,1,9358,12,5,10,20,7.25,17,35
2949,Air India,Kolkata,Banglore,1,8366,6,5,9,25,22.5,7,55
2950,Multiple carriers,Delhi,Cochin,1,15342,6,3,11,30,7.75,19,15
2951,Jet Airways,Mumbai,Hyderabad,0,5678,3,21,3,5,1.3333333333333333,4,25
2952,IndiGo,Kolkata,Banglore,0,4804,6,5,22,15,2.5833333333333335,0,50
2953,Jet Airways,Kolkata,Banglore,1,14571,5,24,8,25,7.916666666666667,16,20
2954,Jet Airways,Kolkata,Banglore,1,12681,1,4,8,25,12.333333333333334,20,45
2955,Jet Airways,Banglore,New Delhi,1,17261,6,3,21,25,13.0,10,25
2956,Vistara,Kolkata,Banglore,1,9922,9,6,17,0,17.75,10,45
2957,Jet Airways,Kolkata,Banglore,1,10844,5,18,18,55,17.083333333333332,12,0
2958,SpiceJet,Banglore,Delhi,0,4423,4,21,5,55,2.6666666666666665,8,35
2959,IndiGo,Banglore,Delhi,0,3419,5,24,1,30,2.75,4,15
2960,Jet Airways,Delhi,Cochin,1,14714,6,24,22,50,5.583333333333333,4,25
2961,Jet Airways,Banglore,New Delhi,1,11087,9,3,5,45,5.666666666666667,11,25
2962,IndiGo,Delhi,Cochin,1,6316,6,27,16,0,9.5,1,30
2963,SpiceJet,Chennai,Kolkata,0,3543,5,27,9,45,2.25,12,0
2964,Jet Airways,Kolkata,Banglore,1,14571,6,6,18,55,17.083333333333332,12,0
2965,Jet Airways,Kolkata,Banglore,1,14676,9,6,9,35,8.416666666666666,18,0
2966,Jet Airways,Banglore,New Delhi,1,17261,6,3,16,55,16.583333333333332,9,30
2967,Jet Airways,Kolkata,Banglore,1,13941,5,15,8,25,15.166666666666666,23,35
2968,Air India,Delhi,Cochin,1,13348,3,3,6,10,26.083333333333332,8,15
2969,Jet Airways,Banglore,Delhi,0,8016,6,18,11,10,2.9166666666666665,14,5
2970,Jet Airways,Delhi,Cochin,1,12898,5,27,7,5,5.5,12,35
2971,Jet Airways,Banglore,Delhi,0,7229,9,4,18,55,3.0833333333333335,22,0
2972,SpiceJet,Mumbai,Hyderabad,0,2017,6,27,5,45,1.5,7,15
2973,Jet Airways,Banglore,New Delhi,1,16736,6,3,8,0,11.166666666666666,19,10
2974,SpiceJet,Kolkata,Banglore,0,3873,6,18,17,10,2.5,19,40
2975,IndiGo,Delhi,Cochin,1,6704,9,5,14,20,8.166666666666666,22,30
2976,Jet Airways,Kolkata,Banglore,1,10844,6,6,18,55,24.916666666666668,19,50
2977,Vistara,Banglore,New Delhi,0,7450,9,3,19,40,2.6666666666666665,22,20
2978,Jet Airways,Banglore,New Delhi,1,16736,6,3,16,55,12.166666666666666,5,5
2979,Jet Airways,Delhi,Cochin,1,10262,6,15,15,0,21.583333333333332,12,35
2980,Air India,Kolkata,Banglore,2,10991,1,5,5,50,34.416666666666664,16,15
2981,SpiceJet,Banglore,Delhi,0,3311,6,6,21,10,2.9166666666666665,0,5
2982,IndiGo,Delhi,Cochin,1,7081,5,24,10,35,14.916666666666666,1,30
2983,IndiGo,Banglore,Delhi,0,3943,4,27,21,15,3.0,0,15
2984,Air India,Delhi,Cochin,1,8372,5,21,13,0,6.25,19,15
2985,Air India,Delhi,Cochin,2,11701,9,3,19,45,23.5,19,15
2986,Jet Airways,Banglore,Delhi,0,5769,3,6,15,15,2.9166666666666665,18,10
2987,Multiple carriers,Delhi,Cochin,2,15965,12,6,15,5,10.416666666666666,1,30
2988,SpiceJet,Banglore,Delhi,0,4423,12,6,9,30,2.8333333333333335,12,20
2989,Jet Airways,Banglore,New Delhi,1,6136,3,15,9,45,4.666666666666667,14,25
2990,Jet Airways,Banglore,New Delhi,1,11087,12,3,16,55,6.083333333333333,23,0
2991,IndiGo,Chennai,Kolkata,0,3540,3,6,5,15,2.4166666666666665,7,40
2992,Jet Airways,Delhi,Cochin,1,12898,5,21,14,0,14.416666666666666,4,25
2993,IndiGo,Banglore,Delhi,0,4591,4,18,6,5,2.75,8,50
2994,Air India,Delhi,Cochin,1,8635,3,24,4,0,27.666666666666668,7,40
2995,Jet Airways,Delhi,Cochin,1,14714,6,27,9,0,10.0,19,0
2996,Jet Airways,Kolkata,Banglore,1,14151,5,18,20,25,22.75,19,10
2997,Multiple carriers,Delhi,Cochin,1,8835,1,6,4,55,14.333333333333334,19,15
2998,Air India,Kolkata,Banglore,1,11936,5,21,17,30,15.416666666666666,8,55
2999,Jet Airways,Delhi,Cochin,2,13882,9,6,21,35,15.0,12,35
3000,Air India,Delhi,Cochin,1,5117,1,4,17,20,16.083333333333332,9,25
3001,Jet Airways,Banglore,Delhi,0,4544,5,24,15,15,2.9166666666666665,18,10
3002,IndiGo,Delhi,Cochin,1,6442,5,15,6,50,15.666666666666666,22,30
3004,IndiGo,Mumbai,Hyderabad,0,2227,5,21,20,5,1.5833333333333335,21,40
3005,Jet Airways,Banglore,Delhi,0,7229,4,15,6,0,2.75,8,45
3006,Jet Airways,Delhi,Cochin,1,10262,1,6,13,0,6.0,19,0
3007,Jet Airways,Banglore,New Delhi,1,13817,12,3,8,0,13.333333333333334,21,20
3008,SpiceJet,Delhi,Cochin,1,5975,5,21,17,55,4.916666666666667,22,50
